comment_id,verdict,corrected_category,reason,_cat,_text,_m_vulgar,_m_miso,_m_threat,_m_sexual
C000649,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Yennada idhu Arya va pakathulaye vechutu Sayesha va Suriya ku heroin uh potrukinga,,,,
C000650,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ilanti sinimaalanu aadarinchina prekshakulaku dhanyavaadaalu cheppali manchi movie nee icchina kalyan raam vashishta chitram brundaaniki dhanyavaadaalu industry kii manchi hit movie,,,,
C000651,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ఈ తొక్కలో సెక్యులరిజం వల్లే బియ్యం డబ్బాల్లో దాక్కుని చస్తారు తర్వాత,,,,
C000652,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Final ah thalaivara vachu senjitingaleh dah,,,,
C000657,Wrong,Safe,"mild/neutral comment, no insult",Offensive,I like Vikram sir.l want to see him in a joker like character,,,,
C000658,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,1.3k unlikes madiruvavru rashmika fans irbahoda 🤔 super song shetre slow poison song,,,,
C000660,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,idhy 96 yaaru yemathiringa senjitandaaaa ... vachi senjitandaaa ....,,,,
C000665,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Judge : avara kongam control pannunga Fans : mudiyadhu idhukku Mela control panna mudiyadhu,,,,
C000674,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Ela loveaium...thappu nu intha movie sollala....Love panna solli thoondi vitu ..athula labam pakkuravangala..pathi mattum than sollranga...ithula enna thappu,,,,
C000679,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,இது இப்பொ fashion ஆயிடு சாதி ஓழிங்கனு சொல்லிட்டு அதையே படமா பன்னிட்டு இருக்காங்க சரி முள்ளை முள்ளால் எடுக்கனும் அப்படி தான் நா இல்லனு சொல்லல அதுக்கு என் மற்ற சாதிய அசிங்க படுத்துரிங்க எங்க பாத்தாலும் தாழ்த்த பட்டவங்க சாதி வைச்சி sentiment ah எடுக்கிறிங்க என் மத்த சாதில இத மாரி நடக்களையா மாறட்டும் சமுகம் மாறட்டும் சாதி மதம்,,,,
C000681,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,KTR matladedi kanisam ardam chesukune brain leni vallu kuda ktr anadame. Next election ki same place nunchi Poti chesi deposit techukunte chalu.,,,,
C000683,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Climax la judge kathiyeh heart attack shethuduvaaraah,,,,
C000690,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Trailer la nala iruku.. Ana sivaku match agala,,,,
C000696,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Fake లు ఎందుకు చూడటం..Original చూపిస్తాను అంటునాడు పోయి దర్శనం చేసుకొని పాప విముక్తి పొందండి,,,,
C000697,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Hindi padam trailer patha maari iruku,,,,
C000699,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,meku kuudaa manchi bavisat untadi,,,,
C000701,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Ivanaga edutha purachi director.... Nnu name..... Mathavanga edutha.... Vera name a create pannikiranga.....,,,,
C000705,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Ellam avan saeyal ah remake pannitegala da... Athuvaey remake thanah,,,,
C000706,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ఏ సినిమా లో పాట చాలా బాగుంది,,,,
C000707,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Appa starting la yevlo periya molai kanagana rawat ku,,,,
C000708,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,బంగ్లాదేశ్ ప్రజల కు వున్న జ్ఞానం పాలకులకు లేదు బంగ్లాదేశ్ పాకిస్థాన్ లను నమ్మి మోసపోరాదు చేసిన తెలివితక్కువ పనికి ఫలితం అనుభవిస్తున్నారు,,,,
C000713,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Last dialogue sollum pothu ethana peruku julie niyapagam vanthathu?,,,,
C000716,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Thala sikitam vaanka W8 pannide irukam,,,,
C000720,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Flop vachina directors ki hit yevvadam NTR Anna ki sontham,,,,
C000721,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Parthasarathi ಹಲ್ಕಟ್ ಬೋಸುಡಿ,,,,
C000732,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"best wishes to the team! 'saavaratha iruntha sanda pottu saavanum sir, kaalila vizhundhu saava koodathu'",,,,
C000737,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Easy vochina success ni scam antarau Emi chepparu bhayya Love it,,,,
C000738,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,அருமையான திரைப்படம் இதைத்தான் எதிர்பாத்தேன் வாழ்த்துக்கள் வெற்றியை கொண்டாடுவோம் அனைவரும் அடுச்சா திருப்பிஅடிபாண்ட சத்ரியன் அவன் எவனா இருந்தாலும்...,,,,
C000739,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Thala dhan da gethu bollywood la amithabachan oda character ah overtake pani therika vitrakaru,,,,
C000740,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ee cinema manchi vijayam saadhinchaalani korukuntunnanu,,,,
C000746,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Yav Ree dislike kodoru kannada movies belibek fist kannada next hero's elru nammavare...,,,,
C000748,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"Ivar mattum Bethovans tune huh copy adikalam, ithulam ivaruku thapa theriyala.",,,,
C000749,Correct,,vulgar/rude insult present,Offensive,ನಿಮ್ಮ ಅಂತಾ ಅರ್ಧ ಬರ್ದ ಫ್ಯಾನ್ ಅವಶ್ಯಕತೆ ನಮ್ boss ge ಬೇಡ ಹೋಗೋಲೆ ಲೌಡೆ ಷಂಡ,ಲೌಡ,,,
C000751,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,శివగారు మీ anchoring చాలా చాలా బాగుందిsimply superbu have a bright future…,,,,
C000755,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Oruthan ukkarunda...........?? Ratham patha payalu aana endru..Ivan sadharana aal kedayath What word that???,,,,
C000757,Correct,,vulgar/rude insult present,Offensive,Gandu loafer jeena,\bgandu\b,,,
C000760,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Ntr yentra బొడ్డు కోసి పేరు పెట్టార?? మీ వల్లే టిడిపి సగం పోయింది,,,,
C000767,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,pavitra baga denguchiko naresh tho,\bdengu,,,
C000768,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,nter film same lakshmi garu chepinattu teesaaru real story am extra topics add cheyaled jai argievy nter story mothm lakshmis nter loo puurti gaa chuupimchaaru jai nter,,,,
C000774,Correct,,vulgar/rude insult present,Offensive,எங்க வீட்டுக்கு பக்கத்துல கூட படிச்சுக்கிட்டு இருந்த ஒரு பொண்ண கூப்பிட்டு கிட்டுபோய் 10 நாள் குடும்பம் நடத்திட்டு அப்புறம் 5 லச்சம் பணம் கேட்டு தொரத்தி விட்டுடான். ஒரு தேவிடியா பையன். அந்த நிகழ்ச்சிக்கு அப்புறம் தான் ப்ரோ நானும் இத எல்லாம் நம்ப ஆரம்பிச்சேன்.,தேவிடிய,,,
C000778,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Sketch వేసింది ఎవరో కూడా చెప్పండి (దమ్ము ఉంటే),,,,
C000779,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,பார்ப்பனன் முன்னாடி நீயும் சூத்திரன் அப்படினா தெவிடியப்பையன் அடா பரம்பரை ஒன்னல எதிர்க்க முடியல அனா நாகா எதிர்க்குறோம் உனக்கும் செத்து,,,,
C000782,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Dislikes ku porandhavaugala irupanuga pola manasachi venum etukum,,,,
C000788,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,konchem odd ga behave cheyadam kadandi.. .pitchandi edi..,,,,
C000790,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Ena da idhu #Dunkirk bgm'a copy adicha mari iruku.. #hansZimmer paavam summa vidadu da...,,,,
C000815,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,మీ లాంటి లాయరు ఉండటం మా అదృష్టం సార్మీకు ధన్యవాదాలు,,,,
C000823,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,hara mahadeva shambho shankara bholaa shankara namo namah om namah shivaya,,,,
C000824,Correct,,vulgar/rude insult present,Offensive,வாழ்த்துகிறோம் எந்த பூண்ட பா ரஞ்சித் வந்தாலும் எந்தக் குருமா தேவிடிய பையன் வந்தாலும் படம் வந்தே தீரும்,தேவிடிய,,,
C000826,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Padam bayankara kodurama irunthalum.. Udhaya nidhi patha sirupu tha varuthu..,,,,
C000839,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Ithu Oru Movie Yaa Pakkum Poothu Sirappu ithu Oru Nalla Movie Yaa irukkum ingaa Pollachiilaa Palaa Pengalaa Rape And Vedio Eduthaa Naaingalam Enna Caste Nu Theriumaa Anga Pala Pengalidam Kathal Nadakam Aadi rape Panni Vedio Edutha Naigalaa Entha Caste Karanu Theriumaa ???????????? Ithaa Kelvi Anaithu Saathikarandayum Naan Kekkuran??????,,,,
C000843,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Ithukku munnadi intha background music engeyo keturukke attha niyaabagamey varamaattenguthu ungaluku terinja sollunga,,,,
C000844,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,dhee chaitanyam ante tiragabadam ante idhe ammapettadu adukkutinanivvadu ante idhe,,,,
C000846,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Indha theme girls use pannara makeup box la varadhudhana,,,,
C000847,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Padam flap nu solravange like pannunga,,,,
C000848,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ఎంత తోక్కితే అంత లేస్తాడు మా అన్నా,,,,
C000849,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Padicha pasanga illa Velai vanguna pasangannu sollunga padicha pasanga ethanai perukku velai irukku saarey...pavam namma pasanga degree mudichittu swiggy zomato uber eats la velai paakuranga athuku Peru velai illai...saabam intha naattoda saabam...ayokiyanunga nu therinchim thirumbath thirumba avanungalaye aala vachi ellarum sernthu thappu pannittu padicha pasanga nu one side ah thakurathu thappu...mudhalla veetu thalai ezhutha mathanum apuram thaan naadu...70% velai vaaipu kurainthu poyirukka kalakattathula intha dialogue thappu (vettiyanuku theriyuma sudukattula azhuravan kashtam),,,,
C000850,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,samudramlo alalunte andam maa gundello harsha saayi anna unte aanandam,,,,
C000851,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Ninga ellam padichi erukingala illaya da sadhi Veri pudicha naingala,,,,
C000858,Wrong,Safe,"mild/neutral comment, no insult",Offensive,dei vennaigala comedian irunthutu herovaka aasapadakudathu da,,,,
C000863,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Hit like if you are waiting to dislike mersal teaser... Thala ivlo hard work paniyum 59K dislikes,,,,
C000868,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Etcha thirumavalavan. pa ranjith pondravargaluku..serupu adi dialogues..,,,,
C000869,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,இந்த படம் பள்ளர்களுக்கு சரியான சாட்டை அடி...,,,,
C000872,Wrong,Safe,"mild/neutral comment, no insult",Offensive,02:02 antha rajinikanth speech 31/12/2017 aana jeyam ravi 2016 la irukaaru athu eppadi 🤔🤔,,,,
C000874,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,అందరికీ అర్థమయ్యే భాషలో చాలా బాగా మాట్లాడారు సర్,,,,
