comment_id	language	category	comment
C022619	Telugu	Hate Speech	జగన్ & కో కులం మతం ప్రాంతాల మధ్య చిచ్చు పెట్టి చలిమంట కాచుకొనే దండుపాళ్యం బాచ్
C022623	Roman Telugu	Hate Speech	hanu garu is aaa very decent and dignified person unlike they arrogant petty giramouli hanu garu is very simple and down too earth person best wishes too himm
C022631	Tanglish	Offensive	13 million views eppa varum inum 2/3 days aaguma
C022632	Tamil	Hate Speech	எலேய் ரஞ்சித்து எலேய் வெற்றி மாறா நீங்களும் வாங்கப்பா கமெணட்டுகுள்ள....நீ சம்பாதித்த காசுக்கு நேர்மை என்னன்னு இங்க 28லடசம் பேரு சாட்சி சொல்றாங்கப்பா.... மோகன் ஜீயின் கடமைக்கு 100சலாம் நண்பா
C022635	Roman Telugu	Hate Speech	pawan kalyan gaari range kii taagaa heros laeru
C022636	Roman Telugu	Hate Speech	4 loo second dhi teesi 1 kii 2 kii madyalo pedithe 4 avutundi order saripotadi
C022643	Roman Telugu	Hate Speech	pavankalyan gaari navvu loo neeti nijayiti untundi
C022648	Telugu	Hate Speech	Kgf chapter 1 ఫ్లెక్స్ చూసి జాని మాస్టర్ అనుకున్న ఫస్ట్ యాష్ రామ్ చరణ్ జాని ఒకలాగే ఉంటారు
C022649	Roman Telugu	Hate Speech	RAJAKEYALUHAMELUNERAVERAKUNTEVEPAKCHALUAKADAPRAJALUNELADHESHTHAR
C022653	Tanglish	Offensive	Thuppakki padathaium theri padaththaium peranmai padaththaium copy adichi irukkanuga puthusa yedukkave maattingala
C022654	Tanglish	Offensive	dei thala naingala ssaavungada seel vanthe saavungada ippo vanga daaa theriiiii is onthe wayyy!!!!!!
C022656	Roman Telugu	Hate Speech	ekkada nuchi vostaayi brow ee aalochanalu
C022660	Tamil	Offensive	திரு மாமா வளவன் தேவிடிய பையனுக்கு சமர்பனாம்
C022663	Kanglish	Offensive	kumarab nan yavagloo compare maddhe...
C022665	Kanglish	Hate Speech	Nam salwagi kadiyali eddu kasta padtare army dauaru but ewrige tiktok du hatide thunima India dali edre India jana hage erli thoo nima chanagi matadiya anna tq
C022669	Roman Telugu	Hate Speech	sukravaaram sukravaaram station kii vacchi santakampettu
C022671	Telugu	Hate Speech	పక్కోడి మీద ఉండే ఇంట్రెస్ట్ లో సగం మనం చేయాల్సిన పని మీద ఉంటే చాలా బాగుంటుంది
C022672	Tanglish	Hate Speech	Itha unlike panravanum naatupatru illathavanum onnuda
C022685	Roman Telugu	Hate Speech	johnny anna arcy annatho kalisi hero gaa chesthe chuudaalani vundhi
C022686	Telugu	Hate Speech	ఇద్దరు నిజాయితీపరుల మధ్య గొప్ప సమరం దొందూ
C022688	Roman Telugu	Hate Speech	Enno kullu jokulu chusna bhayya Kani idi peaks
C022689	Kannada	Offensive	nayak ನಿಮ್ಮ ಅವ್ವುನ್ ಹತ್ರಾ ಹೋಗು ಕೊಡ್ತಾಳೆ ತಿಕಾ ನಾ
C022698	Tanglish	Offensive	sam c vikram vedka thema vidamaatru pola irukku.
C022701	Kannada	Offensive	Parthasarathi ನಂದಿನಿ ಅವ್ರೆ ನಿಮ್ಮ ಹಾಲು ತುಂಬಾ ಕಾಸ್ಟ್ಲಿ ಅಂತೇ ಹೌದ
C022702	Roman Telugu	Hate Speech	neevu devudu saami
C022708	Roman Telugu	Hate Speech	real anuska maam mea kuu naa brother biggest phone
C022709	Tanglish	Offensive	Enna da ivan kekka bekka kekka bekka short film ah apdiye eduthu vachirukan
C022724	Kannada	Offensive	Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿಮ್ಮ ಅವ್ವ ಬಸುರಿ
C022733	Tamil	Hate Speech	சங்கி பக்தாள் தேவிடியா பையலுக கதறுவானுங்க இது தான் நாங்க ஆண்டி இந்தியன்ஸ்....
C022734	Tamil	Offensive	நாட்ல நல்ல நடிகர்களே இல்லையா? திறமையயை நம்பாமல் பணத்திற்க்காக உதயநிதியை நடிக்க வைத்ததற்காகவே இந்தப்படம் தோல்வியடையும்
C022745	Kanglish	Hate Speech	Bari olu nan makla
C022746	Tanglish	Offensive	Bigil aadhu mairadhu ...... Kaithi Vera lvl
C022748	Kanglish	Hate Speech	Remake mado herogaliginthanE thara swamake madoru bekunNam industry genRemake yella wastenSwamke is best
C022749	Roman Telugu	Hate Speech	ravali pavanjai janasena
C022755	Roman Telugu	Hate Speech	Arey cheppu tho kodatha
C022759	Tanglish	Offensive	Theatre padam pakkanum solli veriyilla erikken....evanavadu piracy solli net la padaththa vitta.......thalavaroda kolaveriyan mavane koluththama vidamatten.....
C022761	Tanglish	Offensive	Dialogue saguradha irundalum sanda potu saganum sir kai kaal la vilundhu saaga kudadhu
C022763	Tanglish	Offensive	Ithu yaroda story nu first eh clarify panidunga Padam release agum podhu yaru story nu adichikadhinga
C022768	Kanglish	Hate Speech	Navalla guru politicians change agbeku kachda galu
C022771	Roman Telugu	Hate Speech	argievy tho anta vc kaadu
C022776	Tanglish	Offensive	What a stunning visuals Karthi therikka vitrukaru Lokesh kanagaraj
C022790	Tanglish	Offensive	thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, ethana per underwearoda oda porangalo.......
C022791	Tanglish	Hate Speech	jack mathiri pasanga manasula nanja vethajitanga atha thatukka naama puratchi seyyanusemma comedy da
C022794	Kanglish	Offensive	Helodannu kadime madu antialla desha uddarane
C022798	Tanglish	Offensive	ipidi than da irumugankum buildup kuduthinga
C022805	Tamil	Hate Speech	இட ஒதுக்கீடு எல்லா ஜாதிகளுக்கும் உண்டு காமெடி பீசுகளா. EWC 10%,OBC 27% இட ஒதுக்கீடு உள்ளது. தமிழ் நாட்டில் அதிகம் வரிப்பணம் கட்டுபவர்கள் கலாநிதி மாறன் (திமுக), வெள்ளையன் செட்டியார், ராமசாமி செட்டியார். ரவுடித்தனம் செய்யும் ஜாதிகள் யார் என பலருக்கும் தெரியும். அவ்வளவு ஜாதி வெறி இருந்தால், உன் ஜாதிக்கு தனி நாடு, தனி நாணயம், தனி கொடி வாங்க வேண்டியது தானே. 63 சைவ நாயன்மார்கள், 12 ஆழ்வார்கள் இல்லாதவன் ஜாதி பற்றி பேசுகிறான். ஜாதி வெறி பிடித்தவர்கள் எவனும் மற்ற ஜாதிகளிடம் ஓட்டுக்கு, படிப்புக்கு, வியாபாரம் பண உதவிக்கு வந்தால் மானம் நாறிடும்
C022808	Roman Telugu	Hate Speech	Aaku puuku theliyandhi kuda judge aipoindhi
C022810	Kannada	Offensive	Parthasarathi ಸೇಮ್ ಟು ಯು ಅಂತೇ..... ನಿನ್ ತುಲ್ಲುಗೆ ನಾ
C022818	Kannada	Hate Speech	nayak ನಿಮ್ಮ ಅಮ್ಮ ಹಾದರಗಿತ್ತಿ
C022820	Kannada	Offensive	Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ಲು ಕೆಂಗೇರಿ ಮೋರಿ
C022822	Tanglish	Offensive	Vara vara movie title ku ore confusion na phochi... Already Khatti movie remake in Telugu naming Kaidhi..!!!
C022834	Roman Telugu	Hate Speech	daani kannah mundu zim lantivi join ii slim avali apudu try cheyochu ivanni
C022835	Telugu	Hate Speech	హిందూమతం కుటుంబ నియంత్రణ పాటించడం కొంతమంది క్రిస్టియానిటీ కన్వర్ట్ అవ్వడం అవ్వడం వలన హిందూ జనాభా
C022838	Telugu	Hate Speech	సార్ మీరు 100 కరెక్ట్ చెప్పారు సార్ కాకపోతే ఇండ్ల 100 తప్పు అంటే గవర్నమెంట్ ది ఎందుకంటే అతనికి పర్మిషన్ ఇయ్యడం తప్పు పని ముందు తెలంగాణలో పర్మిషన్ ఈయకూడదు పర్మిషన్ ఇచ్చే చాలా తప్పు పని చేశాడు ఇన్ని గొడవలకు గవర్నమెంట్ మూల కారణం
C022843	Tanglish	Offensive	2 kids pathieathinga yena ungalku pueiyadh
C022844	Tamil	Offensive	அது என்னடா சாய் பல்லவி கன்னத்துல சிவப்பா
C022847	Roman Telugu	Hate Speech	Mere brathukulu inthey eka. Nasanayam aaipotai
C022849	Kanglish	Hate Speech	sona link a....theatre hogi nodi nim avrindha olle films ge value illa
C022857	Kanglish	Offensive	K K balegaara banda nin Amman ge bale idsakke dagaar banda nin Amman keyyakke soole magne
C022858	Tanglish	Offensive	Oruthanavadhu trailer epudi irukunnu solranna paru... Trailer
C022869	Kannada	Offensive	Raj ninu thika muchho lo yeno artha aythu ninge ಕಾಮೆಂಟ್ಸ್ ಓದೋದು ಕಲಿ 🤣🤣
C022871	Kanglish	Offensive	Kantirava sari bidi navella kannadigare
C022876	Roman Telugu	Hate Speech	argievy shishyulu like hear
C022882	Telugu	Hate Speech	మొత్తానికి యూట్యూబ్ నే కాపురం చేయరా మీకు మా బుద్ధిలకు మానాల్లో లేదు
C022883	Tanglish	Hate Speech	Yenda graphics ah irumthalum oru niyayam venamada..
C022886	Roman Telugu	Hate Speech	Crying kadhu Ekkuva Thagesi vunnadu
C022890	Kanglish	Offensive	Super guru. Chinage huttida sooleaklige saryagi hugididiya
C022891	Kanglish	Offensive	Howdu bro app uninstall madudrea avrig amount hogodu kamiagutea plzzzzz uninstall Madi beavarce appp Adu thuuuuu
C022898	Tamil	Hate Speech	இப்படி லைக்ஸ் பிச்சை வாங்கி ஸ்விஷ் பேங்க்ல அக்கொண்ட் டா வைக்க போறிங்க
C022901	Tanglish	Offensive	Rajini siripa vida sethupathy siripu vera level thalaivan sethupathy
C022912	Tanglish	Hate Speech	Mozhi padam ms baskar mari Samuthirakani 2005 - 2010 la Freeze Aitaru pola Innum This Type movie...Cringe cringe
C022916	Telugu	Hate Speech	ఈ రోజు ముఖ్యమంత్రి గారు కూడా ఒప్పుకున్నారు సాక్షీ లో వచ్చేవి తప్పని
C022917	Tanglish	Offensive	19k Haters Idhukkum mela eppadi da trailer yeddukanum Button irukku nu press panniradhu haaaaaa
C022918	Tanglish	Offensive	33k dislike... Vera yaru Elam vijay fans than
C022926	Roman Telugu	Hate Speech	telugu loo shesh chaalaa intelligent screenplay raitar chaalaa talent vundhi manodiki
C022932	Roman Telugu	Hate Speech	pawar star okkade adhi pawan kalyan inca yavaru laeru
C022935	Telugu	Hate Speech	సలాం పేరోజుబయ్యాచాల ధైర్యం మీకు ఆదేవుడు మిమ్మల్ని కాపాడాలి జైహింద్
C022944	Roman Telugu	Hate Speech	nijamgaa naa manasu kalachivesindi tarak anna gurinchi mea maatalu vintunte
C022945	Tanglish	Offensive	Kangana Ranaut looking as mental as ever.
C022950	Roman Telugu	Hate Speech	vijay devarakonda is mai atitude heeroandhaaru hero lu okalaga unte vijay maatram vaerae laga untadulets support himm
C022958	Tanglish	Offensive	Pink ku compare panne idhu oru mokka
C022960	Tanglish	Offensive	views update aagirichchi da....ippo line ah vandhu mandi podunga seththu pona kelavan fans galaa!!! XP
C022963	Roman Telugu	Hate Speech	last naalugu badhamu loo modati rendu badhamu loo okati teesukoni last loo okati pedithe saripotundi simple
C022965	Tamil	Hate Speech	விவேக் ஒரு படத்துல பலூன் அடைச்சு வைப்பாரே அது மாதிரி ஏதாச்சும் இருக்குமோ எதுக்கும் ஊசி வச்சி குத்தி பாத்துர வேண்டியது தான்...ஆனா ஒன்னு தமிழ்நாட்டுல இருக்குற யாரும் இந்த படத்த பாத்துரமாட்டான்... டிரெயிலரே முடியல...
C022967	Tanglish	Offensive	Vadivelu styla sollanumna Engada inga iruntha phona kaanom
C022969	Tamil	Offensive	டேய் தேவிடியா பசங்களே தில்லு இருந்த நேருக்கு நேர் வாட உங்க சாதியை ஒழிக்கரும் ஜாதி வெறி புடிச்ச நாய்
C022970	Tanglish	Hate Speech	Engada mothalla sollungada ithu horror padam illa sports padamanu
C022971	Tamil	Offensive	விஜய்க்கு கம்பு சுத்த தெரியாதோ! CG work நல்லா தெரியுது
C022975	Roman Telugu	Hate Speech	marry sainikudi opika
C022982	Roman Telugu	Hate Speech	talasani garu maaku mea meeda unna gowravam tagginchukokandi
C022984	Roman Telugu	Hate Speech	adhe ap loo cm kuudaa avvavacchu
C022985	Roman Telugu	Hate Speech	amma amma emundi sinimaalanu kanna idhe baagundi
