comment_id,platform,platform_original,comment,language,script,english_translation,translation_status,category,category_original,label,severity,toxicity_score,sentiment
C000127,YouTube,YouTube,Help kavalante evarini sampradhinchalo spashtamga cheppāru Nijanga. ...,Roman Telugu,Roman,you clearly explained who to contact for help really.,translated,Safe,Neutral,0,Low,0.03,Positive
C000128,Other,Koo,"See here, awareness like this about women's safety is very much needed that's it. smh",English,Roman,"see here, awareness like this about women's safety is very much needed that's it.",not_required_english,Safe,Neutral,0,Low,0.13,Positive
C000129,Other,Telegram,"బై ద వే, ఇలాంటి హెల్ప్‌లైన్ నంబర్లు అందరికీ తెలియజేయాలి అర్థమైందా?",Telugu,Telugu,"by the way, helpline numbers like this should be made known to everyone got it?",translated,Safe,Neutral,0,Low,0.09,Neutral
C000130,YouTube,YouTube,"నిజం చెప్పాలంటే, నీ లెవెల్ చూస్తే జాలిగా ఉంది ఓకే నా? ...",Telugu,Telugu,"honestly, seeing your level is honestly pitiful ok?",translated,Offensive,Offensive,1,Medium,0.4,Negative
C000131,YouTube,YouTube,"విను, నీ ఫోటోలు కొన్ని పంపించు ప్రైవేట్‌గా సీరియస్‌గా. smh",Telugu,Telugu,"listen, send me some of your photos privately seriously.",translated,Sexual Harassment,Misogyny,3,High,0.88,Neutral
C000132,Other,Koo,మహిళా భద్రతా యాప్‌లను డౌన్‌లోడ్ చేసుకోవడం మంచిది నమ్ము నన్ను. !!!,Telugu,Telugu,downloading women's safety apps is a good idea trust me.,translated,Safe,Neutral,0,Low,0.11,Neutral
C000133,X,Twitter/X,"మావా, ఆడవాళ్ళకి బుద్ధి ఉండదు అందుకే ఇలా పోస్ట్ చేస్తారు ఇది ఫైనల్. 😔",Telugu,Telugu,"bro, women have no sense, that's why they post like this this is final.",translated,Hate Speech,Hate,2,High,0.83,Negative
C000134,X,Twitter/X,"By the way, Okkasari meet avvocha, emi cheyanu promise Nammu nannu. ??",Roman Telugu,Roman,"by the way, can we meet once, I won't do anything, promise trust me.",translated,Sexual Harassment,Misogyny,3,High,0.64,Neutral
C000135,Other,ShareChat,"వీళ్ళందరూ ఒక్కటే, అటెన్షన్ కోసమే ఇదంతా చేస్తారు అంతే. ...",Telugu,Telugu,"they're all the same, doing all this just for attention that's it.",translated,Hate Speech,Hate,2,High,0.62,Negative
C000136,Other,Facebook,"నిజం చెప్పాలంటే, నీ స్టేటస్ ఫోటో చూసినప్పటినుండి మనసులో నువ్వే ఉన్నావ్ ఇది ఫైనల్.",Telugu,Telugu,"honestly, ever since I saw your status photo, you're on my mind this is final.",translated,Sexual Harassment,Misogyny,3,High,0.84,Neutral
C000137,YouTube,YouTube,With that stupid logic you always post nonsense like this trust me. 😤,English,Roman,with that stupid logic you always post nonsense like this trust me.,not_required_english,Offensive,Offensive,1,Medium,0.43,Negative
C000138,YouTube,YouTube,"Bro, women have no sense, that's why they post like this",English,Roman,"bro, women have no sense, that's why they post like this",not_required_english,Hate Speech,Hate,2,High,0.85,Negative
C000139,YouTube,YouTube,"ఒక్క మాట, ఎవడు అడిగాడు నీ ఒపీనియన్ #WomenSafety",Telugu,Telugu,"one thing, who asked for your opinion",translated,Offensive,Offensive,1,Medium,0.36,Negative
C000140,X,Twitter/X,"ఏయ్, వీళ్ళకి ఎప్పుడూ విక్టిమ్ కార్డ్ ప్లే చేయడమే తెలుసు గుర్తు పెట్టుకో. 😤",Telugu,Telugu,"hey, they only know how to play the victim card all the time remember this.",translated,Hate Speech,Hate,2,High,0.79,Negative
C000141,Other,Telegram,"Chudu, Inta chettha video eppudu chudaledu Nammu nannu.",Roman Telugu,Roman,"look, never seen such a trash video trust me.",translated,Offensive,Offensive,1,Medium,0.55,Neutral
C000142,Other,Koo,"Mava, Idi teeseyakapote neeku teliyakunda edaina jarugutundi Ok na? ...",Roman Telugu,Roman,"bro, if you don't take this down, something will happen without you knowing ok?",translated,Threat,Threat,4,High,0.83,Negative
C000143,Other,Instagram,Ilanti adavalla valle magavallu badhapadedi Anthe.,Roman Telugu,Roman,it's because of women like these that men suffer that's it.,translated,Hate Speech,Hate,2,High,0.7,Negative
C000144,Other,Instagram,"Okka maata, Adavallaki nijanga samanatvam akkarledu, prathyeka sadupayale kavali Seriously-ga. ...",Roman Telugu,Roman,"one thing, women don't really want equality, they just want special treatment seriously.",translated,Hate Speech,Hate,2,High,0.63,Negative
C000145,YouTube,YouTube,"Bro, you talk with absolutely no sense this is true. !!!",English,Roman,"bro, you talk with absolutely no sense this is true.",not_required_english,Offensive,Offensive,1,Medium,0.46,Neutral
C000146,YouTube,YouTube,"ఏయ్, నోరు మూసుకో, నీకు సంబంధం లేదు ఇందులో నిజంగా. 😢",Telugu,Telugu,"hey, shut your mouth, this has nothing to do with you really.",translated,Offensive,Offensive,1,Medium,0.44,Negative
C000147,YouTube,YouTube,"One thing, post another selfie, closer really. ??",English,Roman,"one thing, post another selfie, closer really.",not_required_english,Sexual Harassment,Misogyny,3,High,0.71,Negative
C000148,Other,Telegram,"ఇలా చూడు, వీళ్ళు మాట్లాడేది వినడం కూడా టైమ్ వేస్ట్ గుర్తు పెట్టుకో. smh",Telugu,Telugu,"see here, even listening to what they say is a waste of time remember this.",translated,Hate Speech,Hate,2,High,0.82,Negative
C000149,YouTube,YouTube,"One thing, girls like you should reply to my messages right that's it. !!!",English,Roman,"one thing, girls like you should reply to my messages right that's it.",not_required_english,Sexual Harassment,Misogyny,3,High,0.87,Negative
C000150,Other,Facebook,"See here, every girl should know safety tips like these ??",English,Roman,"see here, every girl should know safety tips like these",not_required_english,Safe,Neutral,0,Low,0.13,Neutral
C000151,X,Twitter/X,"ఒక్క మాట, నిన్ను చూసినప్పుడల్లా ఇలాంటివి అనిపిస్తున్నాయి, డిఎం చెయ్యి అర్థమైందా? ??",Telugu,Telugu,"one thing, every time I see you I feel like this, DM me got it?",translated,Sexual Harassment,Misogyny,3,High,0.75,Negative
C000152,Other,Koo,"Bro, there's no need to take people like this seriously at all 😤",English,Roman,"bro, there's no need to take people like this seriously at all",not_required_english,Hate Speech,Hate,2,High,0.56,Negative
C000153,YouTube,YouTube,"By the way, awareness programs like this should happen in colleges too really. smh",English,Roman,"by the way, awareness programs like this should happen in colleges too really.",not_required_english,Safe,Neutral,0,Low,0.08,Positive
C000154,X,Twitter/X,"నిజం చెప్పాలంటే, పోలీసులు ఇలాంటి కేసుల్లో వేగంగా స్పందించడం మంచి పరిణామం ఇది నిజం. 😔",Telugu,Telugu,"honestly, it's a good sign that police are responding quickly in such cases this is true.",translated,Safe,Neutral,0,Low,0.09,Neutral
C000155,X,Twitter/X,"Hey, with that stupid logic you always post nonsense like this this is true.",English,Roman,"hey, with that stupid logic you always post nonsense like this this is true.",not_required_english,Offensive,Offensive,1,Medium,0.52,Negative
C000156,Other,Koo,"Hey, this discussion on workplace safety is good seriously. smh",English,Roman,"hey, this discussion on workplace safety is good seriously.",not_required_english,Safe,Neutral,0,Low,0.1,Positive
C000157,YouTube,YouTube,"See here, this discussion on workplace safety is good remember this. 😢",English,Roman,"see here, this discussion on workplace safety is good remember this.",not_required_english,Safe,Neutral,0,Low,0.13,Positive
C000158,YouTube,YouTube,"ఊరికే చెప్తున్నా, వెధవ లాజిక్‌తో ఎప్పుడూ ఇలాంటి పోస్టులే పెడతావ్ ఇది నిజం. 🙄",Telugu,Telugu,"just saying, with that stupid logic you always post nonsense like this this is true.",translated,Offensive,Offensive,1,Medium,0.45,Negative
C000159,Other,Instagram,"Honestly, I'll soon show you where this courage of yours came from trust me.",English,Roman,"honestly, I'll soon show you where this courage of yours came from trust me.",not_required_english,Threat,Threat,4,High,0.84,Negative
C000160,Other,Telegram,"Hey, Enduku antha negative-ga untav eppudu Arthamaindha? #WomenSafety",Roman Telugu,Roman,"hey, why are you always so negative got it?",translated,Offensive,Offensive,1,Medium,0.42,Negative
C000161,YouTube,YouTube,"ఏయ్, ఈ వీడియో చాలా ఉపయోగకరంగా ఉంది smh",Telugu,Telugu,"hey, this video is really useful",translated,Safe,Neutral,0,Low,0.06,Neutral
C000162,Other,Koo,"Hey, Vellandaru chesedi kevalam drama-ne Nijanga. !!!",Roman Telugu,Roman,"hey, all they do is drama really.",translated,Hate Speech,Hate,2,High,0.66,Negative
C000163,YouTube,YouTube,"బై ద వే, స్కూళ్ళలో సైబర్ సేఫ్టీ గురించి క్లాసులు పెట్టాలి నిజంగా. 🔥",Telugu,Telugu,"by the way, schools should conduct classes on cyber safety really.",translated,Safe,Neutral,0,Low,0.1,Neutral
C000164,Other,Telegram,"బై ద వే, నిన్ను ఎప్పటికైనా వెతికి పట్టుకుంటాను, గుర్తుంచుకో అర్థమైందా? !!!",Telugu,Telugu,"by the way, I'll track you down eventually, remember that got it?",translated,Threat,Threat,4,High,0.84,Negative
C000165,Other,Telegram,"Honestly, helpline numbers like this should be made known to everyone trust me. 😢",English,Roman,"honestly, helpline numbers like this should be made known to everyone trust me.",not_required_english,Safe,Neutral,0,Low,0.04,Positive
C000166,YouTube,YouTube,"Nijam cheppalante, Nee number evaro icharu, friendship cheddama Anthe. ...",Roman Telugu,Roman,"honestly, someone gave me your number, shall we be friends that's it.",translated,Sexual Harassment,Misogyny,3,High,0.67,Negative
C000167,YouTube,YouTube,"Urike cheptunna, Nee school/office ekkado kuda naaku telusu Nijanga. 😡",Roman Telugu,Roman,"just saying, I even know where your school/office is really.",translated,Threat,Threat,4,High,0.9,Negative
C000168,Other,Facebook,"By the way, Nuvvu maatladedi eppudu artham lekunda untundi Nammu nannu. 😡",Roman Telugu,Roman,"by the way, what you say never makes any sense trust me.",translated,Offensive,Offensive,1,Medium,0.49,Negative
C000169,YouTube,YouTube,"నిజం చెప్పాలంటే, ఆడవాళ్ళకి నెట్ యాక్సెస్ ఇవ్వడమే పెద్ద తప్పు",Telugu,Telugu,"honestly, giving women internet access itself was a big mistake",translated,Hate Speech,Hate,2,High,0.64,Neutral
C000170,X,Twitter/X,"చూడు, నోరు మూసుకో, నీకు సంబంధం లేదు ఇందులో నిజంగా. 😔",Telugu,Telugu,"look, shut your mouth, this has nothing to do with you really.",translated,Offensive,Offensive,1,Medium,0.41,Negative
C000171,X,Twitter/X,"ఒక్క మాట, ఈ పోస్ట్ చాలామందికి సహాయపడుతుంది సీరియస్‌గా. 😡",Telugu,Telugu,"one thing, this post will help a lot of people seriously.",translated,Safe,Neutral,0,Low,0.04,Positive
C000172,Other,Instagram,"Hey, even if you block my number, I know how to find you really. 😢",English,Roman,"hey, even if you block my number, I know how to find you really.",not_required_english,Threat,Threat,4,High,0.89,Negative
C000173,Other,Koo,"One thing, it's hard to control myself seeing you this is final. smh",English,Roman,"one thing, it's hard to control myself seeing you this is final.",not_required_english,Sexual Harassment,Misogyny,3,High,0.74,Negative
C000174,YouTube,YouTube,"By the way, give me your number, let's talk specially every day remember this. 😡",English,Roman,"by the way, give me your number, let's talk specially every day remember this.",not_required_english,Sexual Harassment,Misogyny,3,High,0.71,Negative
